action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451585,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(F)(F)C(=O)NCCC1CCN(C2=C(Cl)C(=O)c3cccnc3C2=O)CC1,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '13.67', 'le': '0.27', 'lle': '2.85', 'sei': '7.09'}",CHEMBL5430389,,CHEMBL5430389,5.63,0,http://www.openphacts.org/units/Nanomolar,3958530,=,1,1,=,,IC50,nM,,2340.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,2.34
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451586,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(F)(F)C(=O)NCCC1CCN(C2=C(Cl)C(=O)c3ncccc3C2=O)CC1,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '14.25', 'le': '0.29', 'lle': '3.09', 'sei': '7.40'}",CHEMBL5406546,,CHEMBL5406546,5.87,0,http://www.openphacts.org/units/Nanomolar,3958531,=,1,1,=,,IC50,nM,,1350.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,1.35
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451587,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC#CC(=O)NCCC1CCN(C2=C(Cl)C(=O)c3cccnc3C2=O)CC1,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '14.95', 'le': '0.29', 'lle': '3.62', 'sei': '7.27'}",CHEMBL5412710,,CHEMBL5412710,5.77,0,http://www.openphacts.org/units/Nanomolar,3958532,=,1,1,=,,IC50,nM,,1710.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,1.71
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451588,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC#CC(=O)NCCC1CCN(C2=C(Cl)C(=O)c3ncccc3C2=O)CC1,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '16.35', 'le': '0.32', 'lle': '4.16', 'sei': '7.95'}",CHEMBL5401031,,CHEMBL5401031,6.31,0,http://www.openphacts.org/units/Nanomolar,3958533,=,1,1,=,,IC50,nM,,490.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.49
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451589,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(F)(F)C(=O)NCCC1CN(C2=C(Cl)C(=O)c3cccnc3C2=O)C1,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '16.73', 'le': '0.34', 'lle': '4.42', 'sei': '8.09'}",CHEMBL5436306,,CHEMBL5436306,6.42,0,http://www.openphacts.org/units/Nanomolar,3958534,=,1,1,=,,IC50,nM,,380.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.38
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451590,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '3.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '3.0'}]",CHEMBL5318855,Inhibition of recombinant human NSD2 (941 to 1240 residues) using SAM as substrate incubated for 3 hrs by AlphaLISA assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(F)(F)C(=O)NCCC1CN(C2=C(Cl)C(=O)c3ncccc3C2=O)C1,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '16.73', 'le': '0.34', 'lle': '4.42', 'sei': '8.09'}",CHEMBL5402955,,CHEMBL5402955,6.42,0,http://www.openphacts.org/units/Nanomolar,3958535,=,1,1,=,,IC50,nM,,380.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.38
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451690,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5318920,Inhibition of human NSD2 (934 to 1241 residues) expressed in Escherichia coli BL21 (DE3) using [3H]-SAM as substrate incubated for 1 hr by TopCount radioactivity counter,B,,,BAO_0000190,BAO_0000019,assay format,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C[C@@H](N)CC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '10.76', 'le': '0.21', 'lle': '6.16', 'sei': '1.97'}",CHEMBL1214186,SINEFUNGIN,CHEMBL1214186,4.10,0,http://www.openphacts.org/units/Nanomolar,3958537,=,1,1,=,,IC50,nM,,79000.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,79.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451691,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '60.0'}]",CHEMBL5318921,Inhibition of human MMSET (973 to 1203 residues) expressed in Escherichia coli BL21 (DE3) using S-adenosyl-methionine as substrate incubated for 60 mins by AlphaScreen assay,B,,,BAO_0000190,BAO_0000019,assay format,CCCN[C@@H](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '12.94', 'le': '0.25', 'lle': '6.50', 'sei': '2.82'}",CHEMBL3414624,,CHEMBL3414624,5.48,0,http://www.openphacts.org/units/Nanomolar,3958538,=,1,1,=,,IC50,nM,,3300.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,3.3
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451692,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '1.0'}]",CHEMBL5318922,Inhibition of human NSD2 SET domain (948 to 1239 residues)-mediated mono-methylation activity assessed as reduction in H3K36me1 level incubated for 1 hr,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2nc(N3CCCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '8.94', 'le': '0.17', 'lle': '0.52', 'sei': '6.65'}",CHEMBL569864,,CHEMBL569864,4.39,0,http://www.openphacts.org/units/Nanomolar,3958539,=,1,1,=,,IC50,nM,,41000.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,41.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451693,[],CHEMBL5318923,Inhibition of human NSD2 SET domain-mediated H3K36 methylation using histone H3 as substrate by colorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1O[C@@H](C(=O)N2CCN(Cc3nc4sc5c(c4c(=O)[nH]3)CCCC5)CC2)Cc2ccccc21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL5316318,J Med Chem,2023,,CHEMBL4860876,,CHEMBL4860876,,0,http://www.openphacts.org/units/Nanomolar,3958540,=,1,1,=,,IC50,nM,,132000.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,132.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451694,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.75', 'text_value': None, 'type': 'TIME', 'units': 'min', 'value': '45.0'}]",CHEMBL5318924,Inhibition of N-terminal polyhistidine tagged human recombinant NSD2 SET domain (934 to 1241 residues) expressed in Escherichia coli using SAM as substrate preincubated for 30 mins followed by substrate addition and measured after 15 mins by MTase-Glo assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C1C(Cl)=C(NCCN2CCOCC2)C(=O)c2ncccc21,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '21.04', 'le': '0.42', 'lle': '5.94', 'sei': '9.46'}",CHEMBL337173,,CHEMBL337173,6.77,0,http://www.openphacts.org/units/Nanomolar,3958497,=,1,1,=,,IC50,nM,,170.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.17
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451695,[],CHEMBL5318925,Inhibition of NSD2 PWWP1 domain (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(CN2CCC(N)CC2)cc(C)c1-c1ncn(C)c1-c1ccc(C#N)c2ccccc12,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '15.48', 'le': '0.28', 'lle': '1.64', 'sei': '9.82'}",CHEMBL5186268,,CHEMBL5186268,6.96,1,http://www.openphacts.org/units/Nanomolar,3958541,=,1,1,=,,IC50,nM,,110.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.11
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451696,[],CHEMBL5318925,Inhibition of NSD2 PWWP1 domain (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,O=C1COc2cc(C(=O)N(Cc3ccc(C(=O)Nc4ccncn4)cc3)C3CC3)ccc2N1,,,CHEMBL5316318,J Med Chem,2023,"{'bei': '15.75', 'le': '0.29', 'lle': '4.12', 'sei': '6.15'}",CHEMBL5200945,,CHEMBL5200945,6.98,0,http://www.openphacts.org/units/Nanomolar,3958542,=,1,1,=,,IC50,nM,,104.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.104
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25451698,[],CHEMBL5318927,Competitive inhibition of NSD2 (unknown origin) using SAM as substrate,B,,,BAO_0000190,BAO_0000357,single protein format,NNc1nc2ccccc2nc1S,,,CHEMBL5316318,J Med Chem,2023,,CHEMBL4874776,,CHEMBL4874776,,0,http://www.openphacts.org/units/Nanomolar,3958536,<,1,1,<,,IC50,nM,,3000.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,3.0
,,25537125,[],CHEMBL5342732,Inhibition of NSD2 (unknown origin) using histone peptide/SAM as substrate by AlphaLisa assay,B,,,BAO_0000190,BAO_0000357,single protein format,C=CC(=O)NCc1cc(C(=O)NCc2c(SC)cc(C)[nH]c2=O)c(C)c(N(CC)C2CCOCC2)c1,,,CHEMBL5338788,J Med Chem,2023,,CHEMBL5401398,,CHEMBL5401398,,0,http://www.openphacts.org/units/Nanomolar,3974362,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,10.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25627519,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '4.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '4.0'}]",CHEMBL5364849,Inhibition of human recombinant NSD2 (2844 to 3717 residues) expressed in Escherichia coli BL21 (DE3) incubated for 4 hrs by scintillation/filter assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc2nc(N3CCCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC.Cl.Cl.Cl,,,CHEMBL5360652,J Med Chem,2023,"{'bei': '8.94', 'le': '0.17', 'lle': '0.52', 'sei': '6.65'}",CHEMBL5398398,,CHEMBL569864,4.39,0,http://www.openphacts.org/units/Nanomolar,3992153,=,1,1,=,,IC50,nM,,41000.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,41.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25627521,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '4.0', 'text_value': None, 'type': 'TIME', 'units': 'hrs', 'value': '4.0'}]",CHEMBL5364851,Inhibition of human NSD2 expressed in Escherichia coli BL21 assessed as reduction in H3K36 methylation activity incubated for 4 hrs by scintillation assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)N1CCC(N2C[C@@H]3C[C@@H](C2)c2ccc(-c4ccccc4CN4CCOCC4)c(=O)n2C3)CC1,,,CHEMBL5360652,J Med Chem,2023,"{'bei': '12.33', 'le': '0.23', 'lle': '3.27', 'sei': '10.43'}",CHEMBL5406103,,CHEMBL5406103,6.05,0,http://www.openphacts.org/units/Nanomolar,3992121,=,1,1,=,,IC50,nM,,890.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.89
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25627522,[],CHEMBL5364852,Inhibition of human NSD2 SET domain-mediated H3K36 methylation using histone H3 as substrate by colorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1O[C@@H](C(=O)N2CCN(Cc3nc4sc5c(c4c(=O)[nH]3)CCCC5)CC2)Cc2ccccc21,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL5360652,J Med Chem,2023,,CHEMBL4860876,,CHEMBL4860876,,1,http://www.openphacts.org/units/Nanomolar,3992122,=,1,1,=,,IC50,nM,,132000.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,132.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25627525,[],CHEMBL5364855,Inhibition of NSD2 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CCCC[C@H](NC(=O)[C@@H](NC(=O)CNC(C)=O)C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(N)=O)[C@@H](C)CC,,,CHEMBL5360652,J Med Chem,2023,"{'bei': '7.79', 'le': '0.15', 'lle': '5.96', 'sei': '1.86'}",CHEMBL5402803,,CHEMBL5402803,4.66,0,http://www.openphacts.org/units/Nanomolar,3992123,=,1,1,=,,IC50,nM,,22000.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,22.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25627526,[],CHEMBL5364855,Inhibition of NSD2 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,Cn1nnc2cc(NC(=O)Nc3cccc([N+](=O)[O-])c3)ccc21,,,CHEMBL5360652,J Med Chem,2023,"{'bei': '16.27', 'le': '0.30', 'lle': '2.56', 'sei': '4.42'}",CHEMBL5412139,,CHEMBL5412139,5.08,0,http://www.openphacts.org/units/Nanomolar,3992124,=,1,1,=,,IC50,nM,,8300.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,8.3
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25627527,[],CHEMBL5364855,Inhibition of NSD2 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1cccc([N+](=O)[O-])c1)Nc1ccc2nnsc2c1,,,CHEMBL5360652,J Med Chem,2023,"{'bei': '16.87', 'le': '0.33', 'lle': '2.08', 'sei': '4.83'}",CHEMBL5418173,,CHEMBL5418173,5.32,0,http://www.openphacts.org/units/Nanomolar,3992125,=,1,1,=,,IC50,nM,,4800.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,4.8
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25627528,[],CHEMBL5364855,Inhibition of NSD2 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1cccc(NC(=O)Nc2ccc3nnsc3c2)c1,,,CHEMBL5360652,J Med Chem,2023,"{'bei': '17.35', 'le': '0.33', 'lle': '1.91', 'sei': '5.65'}",CHEMBL5393738,,CHEMBL5393738,5.12,0,http://www.openphacts.org/units/Nanomolar,3992126,=,1,1,=,,IC50,nM,,7500.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,7.5
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25627529,[],CHEMBL5364855,Inhibition of NSD2 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1cc(NC(=O)Nc2ccc3nnsc3c2)cc(C(=O)OC)c1,,,CHEMBL5360652,J Med Chem,2023,"{'bei': '14.06', 'le': '0.27', 'lle': '2.52', 'sei': '4.55'}",CHEMBL5427103,,CHEMBL5427103,5.43,0,http://www.openphacts.org/units/Nanomolar,3992127,=,1,1,=,,IC50,nM,,3700.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,3.7
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25627530,[],CHEMBL5364855,Inhibition of NSD2 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,C=CC(=O)Nc1cc(NC(=O)Nc2ccc3nnsc3c2)cc(C(=O)OC)c1,,,CHEMBL5360652,J Med Chem,2023,"{'bei': '12.81', 'le': '0.25', 'lle': '1.84', 'sei': '4.16'}",CHEMBL5402134,,CHEMBL5402134,5.09,0,http://www.openphacts.org/units/Nanomolar,3992128,=,1,1,=,,IC50,nM,,8100.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,8.1
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25627531,[],CHEMBL5364855,Inhibition of NSD2 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)c1ccc(-c2cc(NC(=O)Nc3ccc4nnsc4c3)cc(C(F)(F)F)c2)s1,,,CHEMBL5360652,J Med Chem,2023,"{'bei': '11.11', 'le': '0.23', 'lle': '-1.15', 'sei': '6.12'}",CHEMBL5420895,,CHEMBL5420895,5.14,0,http://www.openphacts.org/units/Nanomolar,3992129,=,1,1,=,,IC50,nM,,7300.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,7.3
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25627560,[],CHEMBL5364869,Inhibition of wild type NSD2 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C(Cl)=C(NCCN2CCOCC2)C(=O)c2ncccc21,,,CHEMBL5360652,J Med Chem,2023,"{'bei': '21.04', 'le': '0.42', 'lle': '5.94', 'sei': '9.46'}",CHEMBL337173,,CHEMBL337173,6.77,1,http://www.openphacts.org/units/Nanomolar,3992140,=,1,1,=,,IC50,nM,,170.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.17
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25627561,[],CHEMBL5364870,Inhibition of NSD2 E1099K mutant (unknown origin),B,O96028,E1099K,BAO_0000190,BAO_0000357,single protein format,O=C1C(Cl)=C(NCCN2CCOCC2)C(=O)c2ncccc21,,,CHEMBL5360652,J Med Chem,2023,"{'bei': '21.63', 'le': '0.43', 'lle': '6.13', 'sei': '9.73'}",CHEMBL337173,,CHEMBL337173,6.96,0,http://www.openphacts.org/units/Nanomolar,3992140,=,1,1,=,,IC50,nM,,110.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.11
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,25627562,[],CHEMBL5364871,Inhibition of NSD2 T1150A mutant (unknown origin),B,O96028,T1150A,BAO_0000190,BAO_0000357,single protein format,O=C1C(Cl)=C(NCCN2CCOCC2)C(=O)c2ncccc21,,,CHEMBL5360652,J Med Chem,2023,"{'bei': '21.04', 'le': '0.42', 'lle': '5.94', 'sei': '9.46'}",CHEMBL337173,,CHEMBL337173,6.77,1,http://www.openphacts.org/units/Nanomolar,3992140,=,1,1,=,,IC50,nM,,170.0,CHEMBL3108645,Homo sapiens,Histone-lysine N-methyltransferase NSD2,9606,,,IC50,uM,UO_0000065,,0.17
